environment,genotype,block,value,trait,trait_label
LN2024,Fm444,1,60,plants_m2,Plant density (plants m−2)
LN2024,Fm444,2,36,plants_m2,Plant density (plants m−2)
LN2024,Fm444,3,56,plants_m2,Plant density (plants m−2)
LN2024,Fm446,1,34,plants_m2,Plant density (plants m−2)
LN2024,Fm446,2,22,plants_m2,Plant density (plants m−2)
LN2024,Fm446,3,32,plants_m2,Plant density (plants m−2)
LN2024,Fm458,1,50,plants_m2,Plant density (plants m−2)
LN2024,Fm458,2,62,plants_m2,Plant density (plants m−2)
LN2024,Fm458,3,64,plants_m2,Plant density (plants m−2)
LN2024,Fm464,1,40,plants_m2,Plant density (plants m−2)
LN2024,Fm464,2,42,plants_m2,Plant density (plants m−2)
LN2024,Fm464,3,34,plants_m2,Plant density (plants m−2)
LN2024,Fm474,1,48,plants_m2,Plant density (plants m−2)
LN2024,Fm474,2,20,plants_m2,Plant density (plants m−2)
LN2024,Fm474,3,62,plants_m2,Plant density (plants m−2)
LN2024,Fm475,1,40,plants_m2,Plant density (plants m−2)
LN2024,Fm475,2,22,plants_m2,Plant density (plants m−2)
LN2024,Fm475,3,18,plants_m2,Plant density (plants m−2)
LN2024,Fm477,1,4,plants_m2,Plant density (plants m−2)
LN2024,Fm477,2,14,plants_m2,Plant density (plants m−2)
LN2024,Fm477,3,16,plants_m2,Plant density (plants m−2)
LN2024,Fm478,1,24,plants_m2,Plant density (plants m−2)
LN2024,Fm478,2,10,plants_m2,Plant density (plants m−2)
LN2024,Fm478,3,20,plants_m2,Plant density (plants m−2)
LN2024,Fm480,1,60,plants_m2,Plant density (plants m−2)
LN2024,Fm480,2,82,plants_m2,Plant density (plants m−2)
LN2024,Fm480,3,76,plants_m2,Plant density (plants m−2)
LN2024,Fm482,1,40,plants_m2,Plant density (plants m−2)
LN2024,Fm482,2,48,plants_m2,Plant density (plants m−2)
LN2024,Fm482,3,76,plants_m2,Plant density (plants m−2)
LN2024,Fm484,1,24,plants_m2,Plant density (plants m−2)
LN2024,Fm484,2,38,plants_m2,Plant density (plants m−2)
LN2024,Fm484,3,32,plants_m2,Plant density (plants m−2)
LN2024,Fm489,1,20,plants_m2,Plant density (plants m−2)
LN2024,Fm489,2,16,plants_m2,Plant density (plants m−2)
LN2024,Fm489,3,26,plants_m2,Plant density (plants m−2)
LN2024,Fm491,1,24,plants_m2,Plant density (plants m−2)
LN2024,Fm491,2,8,plants_m2,Plant density (plants m−2)
LN2024,Fm491,3,6,plants_m2,Plant density (plants m−2)
LN2024,Fm492,1,40,plants_m2,Plant density (plants m−2)
LN2024,Fm492,2,40,plants_m2,Plant density (plants m−2)
LN2024,Fm492,3,26,plants_m2,Plant density (plants m−2)
LN2024,Fm496,1,26,plants_m2,Plant density (plants m−2)
LN2024,Fm496,2,22,plants_m2,Plant density (plants m−2)
LN2024,Fm496,3,12,plants_m2,Plant density (plants m−2)
LN2024,Fm505,1,38,plants_m2,Plant density (plants m−2)
LN2024,Fm505,2,62,plants_m2,Plant density (plants m−2)
LN2024,Fm505,3,48,plants_m2,Plant density (plants m−2)
LN2024,Fm507,1,16,plants_m2,Plant density (plants m−2)
LN2024,Fm507,2,14,plants_m2,Plant density (plants m−2)
LN2024,Fm507,3,16,plants_m2,Plant density (plants m−2)
LN2024,Fm510,1,44,plants_m2,Plant density (plants m−2)
LN2024,Fm510,2,14,plants_m2,Plant density (plants m−2)
LN2024,Fm510,3,30,plants_m2,Plant density (plants m−2)
LN2024,Fm518,1,68,plants_m2,Plant density (plants m−2)
LN2024,Fm518,2,48,plants_m2,Plant density (plants m−2)
LN2024,Fm518,3,68,plants_m2,Plant density (plants m−2)
LN2024,Fm519,1,18,plants_m2,Plant density (plants m−2)
LN2024,Fm519,2,4,plants_m2,Plant density (plants m−2)
LN2024,Fm519,3,18,plants_m2,Plant density (plants m−2)
LN2024,Fm522,1,18,plants_m2,Plant density (plants m−2)
LN2024,Fm522,2,24,plants_m2,Plant density (plants m−2)
LN2024,Fm522,3,18,plants_m2,Plant density (plants m−2)
LN2024,Fm523,1,32,plants_m2,Plant density (plants m−2)
LN2024,Fm523,2,20,plants_m2,Plant density (plants m−2)
LN2024,Fm523,3,24,plants_m2,Plant density (plants m−2)
LN2024,Fm524,1,58,plants_m2,Plant density (plants m−2)
LN2024,Fm524,2,82,plants_m2,Plant density (plants m−2)
LN2024,Fm524,3,72,plants_m2,Plant density (plants m−2)
LN2024,Fm537,1,88,plants_m2,Plant density (plants m−2)
LN2024,Fm537,2,108,plants_m2,Plant density (plants m−2)
LN2024,Fm537,3,108,plants_m2,Plant density (plants m−2)
LN2024,Fm552,1,28,plants_m2,Plant density (plants m−2)
LN2024,Fm552,2,14,plants_m2,Plant density (plants m−2)
LN2024,Fm552,3,28,plants_m2,Plant density (plants m−2)
LN2024,Fm56,1,64,plants_m2,Plant density (plants m−2)
LN2024,Fm56,2,68,plants_m2,Plant density (plants m−2)
LN2024,Fm56,3,64,plants_m2,Plant density (plants m−2)
LN2024,Fm560,1,16,plants_m2,Plant density (plants m−2)
LN2024,Fm560,2,30,plants_m2,Plant density (plants m−2)
LN2024,Fm560,3,30,plants_m2,Plant density (plants m−2)
LN2024,Fm566,1,102,plants_m2,Plant density (plants m−2)
LN2024,Fm566,2,76,plants_m2,Plant density (plants m−2)
LN2024,Fm566,3,82,plants_m2,Plant density (plants m−2)
LN2024,Fm569,1,84,plants_m2,Plant density (plants m−2)
LN2024,Fm569,2,70,plants_m2,Plant density (plants m−2)
LN2024,Fm569,3,86,plants_m2,Plant density (plants m−2)
LN2024,Fm585,1,4,plants_m2,Plant density (plants m−2)
LN2024,Fm585,2,0,plants_m2,Plant density (plants m−2)
LN2024,Fm585,3,6,plants_m2,Plant density (plants m−2)
LN2024,Fm589,1,28,plants_m2,Plant density (plants m−2)
LN2024,Fm589,2,52,plants_m2,Plant density (plants m−2)
LN2024,Fm589,3,22,plants_m2,Plant density (plants m−2)
LN2024,Fm590,1,44,plants_m2,Plant density (plants m−2)
LN2024,Fm590,2,60,plants_m2,Plant density (plants m−2)
LN2024,Fm590,3,72,plants_m2,Plant density (plants m−2)
LN2024,Fm592,1,38,plants_m2,Plant density (plants m−2)
LN2024,Fm592,2,80,plants_m2,Plant density (plants m−2)
LN2024,Fm592,3,34,plants_m2,Plant density (plants m−2)
LN2024,Fm600,1,40,plants_m2,Plant density (plants m−2)
LN2024,Fm600,2,28,plants_m2,Plant density (plants m−2)
LN2024,Fm600,3,56,plants_m2,Plant density (plants m−2)
LN2024,Fm601,1,36,plants_m2,Plant density (plants m−2)
LN2024,Fm601,2,30,plants_m2,Plant density (plants m−2)
LN2024,Fm601,3,42,plants_m2,Plant density (plants m−2)
LN2024,Fm610,1,118,plants_m2,Plant density (plants m−2)
LN2024,Fm610,2,88,plants_m2,Plant density (plants m−2)
LN2024,Fm610,3,106,plants_m2,Plant density (plants m−2)
LN2024,Fm611,1,114,plants_m2,Plant density (plants m−2)
LN2024,Fm611,2,62,plants_m2,Plant density (plants m−2)
LN2024,Fm611,3,102,plants_m2,Plant density (plants m−2)
LN2024,Fm612,1,40,plants_m2,Plant density (plants m−2)
LN2024,Fm612,2,6,plants_m2,Plant density (plants m−2)
LN2024,Fm612,3,26,plants_m2,Plant density (plants m−2)
LN2024,Fm614,1,52,plants_m2,Plant density (plants m−2)
LN2024,Fm614,2,62,plants_m2,Plant density (plants m−2)
LN2024,Fm614,3,34,plants_m2,Plant density (plants m−2)
LN2024,Fm615,1,42,plants_m2,Plant density (plants m−2)
LN2024,Fm615,2,58,plants_m2,Plant density (plants m−2)
LN2024,Fm615,3,66,plants_m2,Plant density (plants m−2)
LN2024,Fm616,1,60,plants_m2,Plant density (plants m−2)
LN2024,Fm616,2,26,plants_m2,Plant density (plants m−2)
LN2024,Fm616,3,26,plants_m2,Plant density (plants m−2)
LN2024,Fm620,1,70,plants_m2,Plant density (plants m−2)
LN2024,Fm620,2,56,plants_m2,Plant density (plants m−2)
LN2024,Fm620,3,70,plants_m2,Plant density (plants m−2)
LN2024,Fm621,1,32,plants_m2,Plant density (plants m−2)
LN2024,Fm621,2,32,plants_m2,Plant density (plants m−2)
LN2024,Fm65,1,46,plants_m2,Plant density (plants m−2)
LN2024,Fm65,2,76,plants_m2,Plant density (plants m−2)
LN2024,Fm65,3,70,plants_m2,Plant density (plants m−2)
LN2024,Fm78,1,2,plants_m2,Plant density (plants m−2)
LN2024,Fm78,2,12,plants_m2,Plant density (plants m−2)
LN2024,Fm78,3,6,plants_m2,Plant density (plants m−2)
LN2024,Fm79,1,4,plants_m2,Plant density (plants m−2)
LN2024,Fm79,2,38,plants_m2,Plant density (plants m−2)
LN2024,Fm79,3,24,plants_m2,Plant density (plants m−2)
LN2024,Fm86,1,50,plants_m2,Plant density (plants m−2)
LN2024,Fm86,2,68,plants_m2,Plant density (plants m−2)
LN2024,Fm86,3,82,plants_m2,Plant density (plants m−2)
LN2024,Fm9,1,48,plants_m2,Plant density (plants m−2)
LN2024,Fm9,2,42,plants_m2,Plant density (plants m−2)
LN2024,Fm9,3,76,plants_m2,Plant density (plants m−2)
LN2024,Fm134,1,22,number_of_tillers,Number of tillers
LN2024,Fm134,2,25,number_of_tillers,Number of tillers
LN2024,Fm134,3,20,number_of_tillers,Number of tillers
LN2024,Fm156,1,2,number_of_tillers,Number of tillers
LN2024,Fm156,2,1,number_of_tillers,Number of tillers
LN2024,Fm156,3,1,number_of_tillers,Number of tillers
LN2024,Fm161,1,2,number_of_tillers,Number of tillers
LN2024,Fm161,2,3,number_of_tillers,Number of tillers
LN2024,Fm161,3,1,number_of_tillers,Number of tillers
LN2024,Fm168,1,1,number_of_tillers,Number of tillers
LN2024,Fm168,2,1,number_of_tillers,Number of tillers
LN2024,Fm168,3,1,number_of_tillers,Number of tillers
LN2024,Fm170,1,1,number_of_tillers,Number of tillers
LN2024,Fm170,2,3,number_of_tillers,Number of tillers
LN2024,Fm170,3,2,number_of_tillers,Number of tillers
LN2024,Fm173,1,7,number_of_tillers,Number of tillers
LN2024,Fm173,2,15,number_of_tillers,Number of tillers
LN2024,Fm173,3,8,number_of_tillers,Number of tillers
LN2024,Fm174,1,5,number_of_tillers,Number of tillers
LN2024,Fm174,2,5,number_of_tillers,Number of tillers
LN2024,Fm174,3,7,number_of_tillers,Number of tillers
LN2024,Fm176,1,5,number_of_tillers,Number of tillers
LN2024,Fm176,2,3,number_of_tillers,Number of tillers
LN2024,Fm176,3,3,number_of_tillers,Number of tillers
LN2024,Fm181,1,4,number_of_tillers,Number of tillers
LN2024,Fm181,2,4,number_of_tillers,Number of tillers
LN2024,Fm181,3,4,number_of_tillers,Number of tillers
LN2024,Fm185,1,1,number_of_tillers,Number of tillers
LN2024,Fm185,2,1,number_of_tillers,Number of tillers
LN2024,Fm185,3,0,number_of_tillers,Number of tillers
LN2024,Fm190,1,0,number_of_tillers,Number of tillers
LN2024,Fm190,2,2,number_of_tillers,Number of tillers
LN2024,Fm190,3,1,number_of_tillers,Number of tillers
LN2024,Fm193,1,1,number_of_tillers,Number of tillers
LN2024,Fm193,2,2,number_of_tillers,Number of tillers
LN2024,Fm193,3,1,number_of_tillers,Number of tillers
LN2024,Fm194,1,3,number_of_tillers,Number of tillers
LN2024,Fm194,2,2,number_of_tillers,Number of tillers
LN2024,Fm194,3,1,number_of_tillers,Number of tillers
LN2024,Fm195,1,0,number_of_tillers,Number of tillers
LN2024,Fm195,2,0,number_of_tillers,Number of tillers
LN2024,Fm195,3,0,number_of_tillers,Number of tillers
LN2024,Fm20,1,1,number_of_tillers,Number of tillers
LN2024,Fm20,2,0,number_of_tillers,Number of tillers
LN2024,Fm20,3,1,number_of_tillers,Number of tillers
LN2024,Fm203,1,7,number_of_tillers,Number of tillers
LN2024,Fm203,2,4,number_of_tillers,Number of tillers
LN2024,Fm203,3,4,number_of_tillers,Number of tillers
LN2024,Fm208,1,1,number_of_tillers,Number of tillers
LN2024,Fm208,2,0,number_of_tillers,Number of tillers
LN2024,Fm208,3,0,number_of_tillers,Number of tillers
LN2024,Fm214,1,4,number_of_tillers,Number of tillers
LN2024,Fm214,2,1,number_of_tillers,Number of tillers
LN2024,Fm214,3,4,number_of_tillers,Number of tillers
LN2024,Fm215,1,2,number_of_tillers,Number of tillers
LN2024,Fm215,2,2,number_of_tillers,Number of tillers
LN2024,Fm215,3,1,number_of_tillers,Number of tillers
LN2024,Fm216,2,0,number_of_tillers,Number of tillers
LN2024,Fm219,1,5,number_of_tillers,Number of tillers
LN2024,Fm219,2,6,number_of_tillers,Number of tillers
LN2024,Fm219,3,2,number_of_tillers,Number of tillers
LN2024,Fm221,1,1,number_of_tillers,Number of tillers
LN2024,Fm221,2,0,number_of_tillers,Number of tillers
LN2024,Fm221,3,3,number_of_tillers,Number of tillers
LN2024,Fm225,1,4,number_of_tillers,Number of tillers
LN2024,Fm225,2,4,number_of_tillers,Number of tillers
LN2024,Fm225,3,4,number_of_tillers,Number of tillers
LN2024,Fm227,1,5,number_of_tillers,Number of tillers
LN2024,Fm227,2,2,number_of_tillers,Number of tillers
LN2024,Fm227,3,2,number_of_tillers,Number of tillers
LN2024,Fm233,1,0,number_of_tillers,Number of tillers
LN2024,Fm233,2,0,number_of_tillers,Number of tillers
LN2024,Fm233,3,0,number_of_tillers,Number of tillers
LN2024,Fm235,1,2,number_of_tillers,Number of tillers
LN2024,Fm235,2,1,number_of_tillers,Number of tillers
LN2024,Fm235,3,2,number_of_tillers,Number of tillers
LN2024,Fm236,1,0,number_of_tillers,Number of tillers
LN2024,Fm236,2,1,number_of_tillers,Number of tillers
LN2024,Fm236,3,1,number_of_tillers,Number of tillers
LN2024,Fm238,1,4,number_of_tillers,Number of tillers
LN2024,Fm238,2,2,number_of_tillers,Number of tillers
LN2024,Fm238,3,4,number_of_tillers,Number of tillers
LN2024,Fm249,1,0,number_of_tillers,Number of tillers
LN2024,Fm249,2,0,number_of_tillers,Number of tillers
LN2024,Fm249,3,1,number_of_tillers,Number of tillers
LN2024,Fm250,1,0,number_of_tillers,Number of tillers
LN2024,Fm250,2,1,number_of_tillers,Number of tillers
LN2024,Fm250,3,0,number_of_tillers,Number of tillers
LN2024,Fm3,1,1,number_of_tillers,Number of tillers
LN2024,Fm3,2,2,number_of_tillers,Number of tillers
LN2024,Fm3,3,4,number_of_tillers,Number of tillers
LN2024,Fm321,1,2,number_of_tillers,Number of tillers
LN2024,Fm321,2,5,number_of_tillers,Number of tillers
LN2024,Fm321,3,3,number_of_tillers,Number of tillers
LN2024,Fm322,1,1,number_of_tillers,Number of tillers
LN2024,Fm322,2,0,number_of_tillers,Number of tillers
LN2024,Fm322,3,0,number_of_tillers,Number of tillers
LN2024,Fm337,1,0,number_of_tillers,Number of tillers
LN2024,Fm337,2,0,number_of_tillers,Number of tillers
LN2024,Fm337,3,0,number_of_tillers,Number of tillers
LN2024,Fm341,1,1,number_of_tillers,Number of tillers
LN2024,Fm341,2,2,number_of_tillers,Number of tillers
LN2024,Fm341,3,2,number_of_tillers,Number of tillers
LN2024,Fm343,1,1,number_of_tillers,Number of tillers
LN2024,Fm343,2,1,number_of_tillers,Number of tillers
LN2024,Fm343,3,1,number_of_tillers,Number of tillers
LN2024,Fm344,1,0,number_of_tillers,Number of tillers
LN2024,Fm344,2,2,number_of_tillers,Number of tillers
LN2024,Fm344,3,1,number_of_tillers,Number of tillers
LN2024,Fm345,1,4,number_of_tillers,Number of tillers
LN2024,Fm345,2,2,number_of_tillers,Number of tillers
LN2024,Fm345,3,1,number_of_tillers,Number of tillers
LN2024,Fm346,1,0,number_of_tillers,Number of tillers
LN2024,Fm346,2,0,number_of_tillers,Number of tillers
LN2024,Fm347,1,1,number_of_tillers,Number of tillers
LN2024,Fm347,2,1,number_of_tillers,Number of tillers
LN2024,Fm347,3,1,number_of_tillers,Number of tillers
LN2024,Fm349,1,2,number_of_tillers,Number of tillers
LN2024,Fm349,2,1,number_of_tillers,Number of tillers
LN2024,Fm349,3,2,number_of_tillers,Number of tillers
LN2024,Fm351,1,2,number_of_tillers,Number of tillers
LN2024,Fm351,2,2,number_of_tillers,Number of tillers
LN2024,Fm351,3,1,number_of_tillers,Number of tillers
LN2024,Fm352,1,1,number_of_tillers,Number of tillers
LN2024,Fm352,2,1,number_of_tillers,Number of tillers
LN2024,Fm354,1,0,number_of_tillers,Number of tillers
LN2024,Fm354,2,0,number_of_tillers,Number of tillers
LN2024,Fm354,3,1,number_of_tillers,Number of tillers
LN2024,Fm355,1,1,number_of_tillers,Number of tillers
LN2024,Fm355,2,1,number_of_tillers,Number of tillers
LN2024,Fm355,3,0,number_of_tillers,Number of tillers
LN2024,Fm356,1,0,number_of_tillers,Number of tillers
LN2024,Fm356,2,0,number_of_tillers,Number of tillers
LN2024,Fm356,3,1,number_of_tillers,Number of tillers
LN2024,Fm358,1,1,number_of_tillers,Number of tillers
LN2024,Fm358,2,2,number_of_tillers,Number of tillers
LN2024,Fm358,3,1,number_of_tillers,Number of tillers
LN2024,Fm359,1,0,number_of_tillers,Number of tillers
LN2024,Fm359,2,1,number_of_tillers,Number of tillers
LN2024,Fm359,3,1,number_of_tillers,Number of tillers
LN2024,Fm36,1,4,number_of_tillers,Number of tillers
LN2024,Fm36,2,3,number_of_tillers,Number of tillers
LN2024,Fm36,3,4,number_of_tillers,Number of tillers
LN2024,Fm361,1,0,number_of_tillers,Number of tillers
LN2024,Fm361,2,0,number_of_tillers,Number of tillers
LN2024,Fm361,3,1,number_of_tillers,Number of tillers
LN2024,Fm363,1,1,number_of_tillers,Number of tillers
LN2024,Fm363,2,1,number_of_tillers,Number of tillers
LN2024,Fm363,3,1,number_of_tillers,Number of tillers
LN2024,Fm364,1,0,number_of_tillers,Number of tillers
LN2024,Fm364,2,0,number_of_tillers,Number of tillers
LN2024,Fm364,3,0,number_of_tillers,Number of tillers
LN2024,Fm365,1,2,number_of_tillers,Number of tillers
LN2024,Fm365,2,0,number_of_tillers,Number of tillers
LN2024,Fm365,3,1,number_of_tillers,Number of tillers
LN2024,Fm366,1,0,number_of_tillers,Number of tillers
LN2024,Fm366,2,0,number_of_tillers,Number of tillers
LN2024,Fm366,3,0,number_of_tillers,Number of tillers
LN2024,Fm368,1,1,number_of_tillers,Number of tillers
LN2024,Fm368,2,2,number_of_tillers,Number of tillers
LN2024,Fm368,3,1,number_of_tillers,Number of tillers
LN2024,Fm369,1,2,number_of_tillers,Number of tillers
LN2024,Fm369,2,1,number_of_tillers,Number of tillers
LN2024,Fm369,3,1,number_of_tillers,Number of tillers
LN2024,Fm370,1,3,number_of_tillers,Number of tillers
LN2024,Fm370,2,2,number_of_tillers,Number of tillers
LN2024,Fm370,3,2,number_of_tillers,Number of tillers
LN2024,Fm372,1,5,number_of_tillers,Number of tillers
LN2024,Fm372,2,4,number_of_tillers,Number of tillers
LN2024,Fm372,3,2,number_of_tillers,Number of tillers
LN2024,Fm375,1,4,number_of_tillers,Number of tillers
LN2024,Fm375,2,2,number_of_tillers,Number of tillers
LN2024,Fm375,3,4,number_of_tillers,Number of tillers
LN2024,Fm376,1,1,number_of_tillers,Number of tillers
LN2024,Fm376,2,1,number_of_tillers,Number of tillers
LN2024,Fm376,3,2,number_of_tillers,Number of tillers
LN2024,Fm377,1,2,number_of_tillers,Number of tillers
LN2024,Fm377,2,1,number_of_tillers,Number of tillers
LN2024,Fm377,3,1,number_of_tillers,Number of tillers
LN2024,Fm378,1,1,number_of_tillers,Number of tillers
LN2024,Fm378,2,3,number_of_tillers,Number of tillers
LN2024,Fm378,3,2,number_of_tillers,Number of tillers
LN2024,Fm379,1,6,number_of_tillers,Number of tillers
LN2024,Fm379,2,3,number_of_tillers,Number of tillers
LN2024,Fm379,3,5,number_of_tillers,Number of tillers
LN2024,Fm380,1,2,number_of_tillers,Number of tillers
LN2024,Fm380,2,1,number_of_tillers,Number of tillers
LN2024,Fm380,3,1,number_of_tillers,Number of tillers
LN2024,Fm381,1,1,number_of_tillers,Number of tillers
LN2024,Fm381,2,2,number_of_tillers,Number of tillers
LN2024,Fm381,3,0,number_of_tillers,Number of tillers
LN2024,Fm382,1,8,number_of_tillers,Number of tillers
LN2024,Fm382,2,7,number_of_tillers,Number of tillers
LN2024,Fm382,3,5,number_of_tillers,Number of tillers
LN2024,Fm384,1,0,number_of_tillers,Number of tillers
LN2024,Fm384,2,1,number_of_tillers,Number of tillers
LN2024,Fm384,3,2,number_of_tillers,Number of tillers
LN2024,Fm387,1,2,number_of_tillers,Number of tillers
LN2024,Fm387,2,1,number_of_tillers,Number of tillers
LN2024,Fm387,3,1,number_of_tillers,Number of tillers
LN2024,Fm388,1,5,number_of_tillers,Number of tillers
LN2024,Fm388,2,2,number_of_tillers,Number of tillers
LN2024,Fm388,3,4,number_of_tillers,Number of tillers
LN2024,Fm389,1,0,number_of_tillers,Number of tillers
LN2024,Fm389,2,1,number_of_tillers,Number of tillers
LN2024,Fm389,3,1,number_of_tillers,Number of tillers
LN2024,Fm391,1,1,number_of_tillers,Number of tillers
LN2024,Fm391,2,2,number_of_tillers,Number of tillers
LN2024,Fm391,3,2,number_of_tillers,Number of tillers
LN2024,Fm392,1,3,number_of_tillers,Number of tillers
LN2024,Fm392,2,5,number_of_tillers,Number of tillers
LN2024,Fm392,3,3,number_of_tillers,Number of tillers
LN2024,Fm394,1,7,number_of_tillers,Number of tillers
LN2024,Fm394,2,4,number_of_tillers,Number of tillers
LN2024,Fm394,3,2,number_of_tillers,Number of tillers
LN2024,Fm395,1,3,number_of_tillers,Number of tillers
LN2024,Fm395,2,0,number_of_tillers,Number of tillers
LN2024,Fm395,3,3,number_of_tillers,Number of tillers
LN2024,Fm396,1,5,number_of_tillers,Number of tillers
LN2024,Fm396,2,2,number_of_tillers,Number of tillers
LN2024,Fm396,3,6,number_of_tillers,Number of tillers
LN2024,Fm398,1,3,number_of_tillers,Number of tillers
LN2024,Fm398,2,1,number_of_tillers,Number of tillers
LN2024,Fm398,3,2,number_of_tillers,Number of tillers
LN2024,Fm400,1,2,number_of_tillers,Number of tillers
LN2024,Fm400,2,3,number_of_tillers,Number of tillers
LN2024,Fm400,3,1,number_of_tillers,Number of tillers
LN2024,Fm401,1,1,number_of_tillers,Number of tillers
LN2024,Fm401,2,1,number_of_tillers,Number of tillers
LN2024,Fm401,3,1,number_of_tillers,Number of tillers
LN2024,Fm402,1,1,number_of_tillers,Number of tillers
LN2024,Fm402,2,4,number_of_tillers,Number of tillers
LN2024,Fm402,3,2,number_of_tillers,Number of tillers
LN2024,Fm404,1,2,number_of_tillers,Number of tillers
LN2024,Fm404,2,1,number_of_tillers,Number of tillers
LN2024,Fm404,3,1,number_of_tillers,Number of tillers
LN2024,Fm405,1,3,number_of_tillers,Number of tillers
LN2024,Fm405,2,2,number_of_tillers,Number of tillers
LN2024,Fm405,3,3,number_of_tillers,Number of tillers
LN2024,Fm406,1,0,number_of_tillers,Number of tillers
LN2024,Fm406,2,2,number_of_tillers,Number of tillers
LN2024,Fm406,3,1,number_of_tillers,Number of tillers
LN2024,Fm407,1,2,number_of_tillers,Number of tillers
LN2024,Fm407,2,0,number_of_tillers,Number of tillers
LN2024,Fm407,3,0,number_of_tillers,Number of tillers
LN2024,Fm41,1,7,number_of_tillers,Number of tillers
LN2024,Fm41,2,5,number_of_tillers,Number of tillers
LN2024,Fm41,3,3,number_of_tillers,Number of tillers
LN2024,Fm410,1,1,number_of_tillers,Number of tillers
LN2024,Fm410,2,1,number_of_tillers,Number of tillers
LN2024,Fm410,3,2,number_of_tillers,Number of tillers
LN2024,Fm411,1,1,number_of_tillers,Number of tillers
LN2024,Fm411,2,1,number_of_tillers,Number of tillers
LN2024,Fm411,3,1,number_of_tillers,Number of tillers
LN2024,Fm412,1,4,number_of_tillers,Number of tillers
LN2024,Fm412,2,6,number_of_tillers,Number of tillers
LN2024,Fm412,3,6,number_of_tillers,Number of tillers
LN2024,Fm413,1,3,number_of_tillers,Number of tillers
LN2024,Fm413,2,5,number_of_tillers,Number of tillers
LN2024,Fm413,3,3,number_of_tillers,Number of tillers
LN2024,Fm414,1,1,number_of_tillers,Number of tillers
LN2024,Fm414,2,0,number_of_tillers,Number of tillers
LN2024,Fm414,3,1,number_of_tillers,Number of tillers
LN2024,Fm415,1,3,number_of_tillers,Number of tillers
LN2024,Fm415,2,4,number_of_tillers,Number of tillers
LN2024,Fm415,3,3,number_of_tillers,Number of tillers
LN2024,Fm416,1,2,number_of_tillers,Number of tillers
LN2024,Fm416,2,3,number_of_tillers,Number of tillers
LN2024,Fm416,3,1,number_of_tillers,Number of tillers
LN2024,Fm417,1,3,number_of_tillers,Number of tillers
LN2024,Fm417,2,2,number_of_tillers,Number of tillers
LN2024,Fm417,3,4,number_of_tillers,Number of tillers
LN2024,Fm418,1,1,number_of_tillers,Number of tillers
LN2024,Fm418,2,0,number_of_tillers,Number of tillers
LN2024,Fm418,3,1,number_of_tillers,Number of tillers
LN2024,Fm419,1,2,number_of_tillers,Number of tillers
LN2024,Fm419,2,3,number_of_tillers,Number of tillers
LN2024,Fm419,3,2,number_of_tillers,Number of tillers
LN2024,Fm420,1,0,number_of_tillers,Number of tillers
LN2024,Fm420,2,0,number_of_tillers,Number of tillers
LN2024,Fm420,3,0,number_of_tillers,Number of tillers
LN2024,Fm421,1,2,number_of_tillers,Number of tillers
LN2024,Fm421,2,1,number_of_tillers,Number of tillers
LN2024,Fm421,3,2,number_of_tillers,Number of tillers
LN2024,Fm428,1,7,number_of_tillers,Number of tillers
LN2024,Fm428,2,4,number_of_tillers,Number of tillers
LN2024,Fm428,3,4,number_of_tillers,Number of tillers
LN2024,Fm429,1,0,number_of_tillers,Number of tillers
LN2024,Fm429,2,0,number_of_tillers,Number of tillers
LN2024,Fm429,3,1,number_of_tillers,Number of tillers
LN2024,Fm43,1,3,number_of_tillers,Number of tillers
LN2024,Fm43,2,4,number_of_tillers,Number of tillers
LN2024,Fm43,3,4,number_of_tillers,Number of tillers
LN2024,Fm44,1,6,number_of_tillers,Number of tillers
LN2024,Fm44,2,2,number_of_tillers,Number of tillers
LN2024,Fm44,3,4,number_of_tillers,Number of tillers
LN2024,Fm442,1,2,number_of_tillers,Number of tillers
LN2024,Fm442,2,1,number_of_tillers,Number of tillers
LN2024,Fm442,3,2,number_of_tillers,Number of tillers
LN2024,Fm443,1,4,number_of_tillers,Number of tillers
LN2024,Fm443,2,2,number_of_tillers,Number of tillers
LN2024,Fm444,1,1,number_of_tillers,Number of tillers
LN2024,Fm444,2,1,number_of_tillers,Number of tillers
LN2024,Fm444,3,0,number_of_tillers,Number of tillers
LN2024,Fm446,1,2,number_of_tillers,Number of tillers
LN2024,Fm446,2,1,number_of_tillers,Number of tillers
LN2024,Fm446,3,1,number_of_tillers,Number of tillers
LN2024,Fm458,1,0,number_of_tillers,Number of tillers
LN2024,Fm458,2,0,number_of_tillers,Number of tillers
LN2024,Fm458,3,0,number_of_tillers,Number of tillers
LN2024,Fm464,1,4,number_of_tillers,Number of tillers
LN2024,Fm464,2,4,number_of_tillers,Number of tillers
LN2024,Fm464,3,4,number_of_tillers,Number of tillers
LN2024,Fm474,1,2,number_of_tillers,Number of tillers
LN2024,Fm474,2,4,number_of_tillers,Number of tillers
LN2024,Fm474,3,2,number_of_tillers,Number of tillers
LN2024,Fm475,1,1,number_of_tillers,Number of tillers
LN2024,Fm475,2,1,number_of_tillers,Number of tillers
LN2024,Fm475,3,2,number_of_tillers,Number of tillers
LN2024,Fm477,1,1,number_of_tillers,Number of tillers
LN2024,Fm477,2,1,number_of_tillers,Number of tillers
LN2024,Fm477,3,3,number_of_tillers,Number of tillers
LN2024,Fm478,1,1,number_of_tillers,Number of tillers
LN2024,Fm478,2,3,number_of_tillers,Number of tillers
