gene_id,gene_symbol,product,scaffold,gene_start,gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
LOC101771320,LOC101771320,chloride channel protein CLC-a,SCAFFOLD_3,34305380,34308584,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,124408,4
LOC101771998,LOC101771998,probable signal peptidase complex subunit 1,SCAFFOLD_3,34326922,34327798,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,145950,4
LOC101772400,LOC101772400,"polygalacturonase At1g48100, transcript variant X2",SCAFFOLD_3,34365379,34367751,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,184407,4
LOC101772805,LOC101772805,"",SCAFFOLD_3,34367982,34370807,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,187010,4
LOC101774112,LOC101774112,probable leucine-rich repeat receptor-like protein kinase At1g35710,SCAFFOLD_6,29440606,29445798,1,1,2024_N40,days_to_harvest,FarmCPU,1.17728197308711e-09,1,0,10414,4
LOC101777572,LOC101777572,uncharacterized LOC101777572,SCAFFOLD_4,19612929,19637516,1,1,2023,dtf,FarmCPU,2.36437354586344e-09,1,0,16025,4
LOC111257214,LOC111257214,uncharacterized LOC111257214,SCAFFOLD_5,43621029,43623132,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,174023,4
LOC101760986,LOC101760986,"",SCAFFOLD_5,43622632,43626615,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,170540,4
LOC101761253,LOC101761253,calreticulin-3,SCAFFOLD_5,43630973,43635079,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,162076,4
LOC101761645,LOC101761645,RHOMBOID-like protein 13,SCAFFOLD_5,43635625,43637007,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,160148,4
LOC101762056,LOC101762056,proteasome subunit beta type-7-A,SCAFFOLD_5,43637839,43641960,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,155195,4
LOC101769111,LOC101769111,cytochrome b561 and DOMON domain-containing protein At3g07570-like,SCAFFOLD_5,43643956,43645604,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,151551,4
LOC101762474,LOC101762474,"probable membrane-associated 30 kDa protein, chloroplastic",SCAFFOLD_5,43646645,43651254,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,145901,4
LOC101763287,LOC101763287,protein IQ-DOMAIN 14,SCAFFOLD_5,43656303,43659672,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,137483,4
LOC101769514,LOC101769514,chromatin assembly factor 1 subunit FSM,SCAFFOLD_5,43663530,43668220,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,128935,4
LOC101763693,LOC101763693,uncharacterized LOC101763693,SCAFFOLD_5,43669114,43669955,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,127200,4
LOC101764087,LOC101764087,uncharacterized LOC101764087,SCAFFOLD_5,43670554,43675197,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,121958,4
LOC101764495,LOC101764495,60S ribosomal protein L5-1,SCAFFOLD_5,43684592,43687540,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,109615,4
LOC101764908,LOC101764908,"uncharacterized LOC101764908, transcript variant X1",SCAFFOLD_5,43693522,43697121,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,100034,4
LOC101765985,LOC101765985,ribonuclease 2,SCAFFOLD_5,43697579,43701369,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,95786,4
LOC101765571,LOC101765571,ribonuclease 2,SCAFFOLD_5,43701564,43705042,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,92113,4
LOC101766393,LOC101766393,"transcription termination factor MTERF6, chloroplastic/mitochondrial, transcript variant X2",SCAFFOLD_5,43714649,43716691,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,80464,4
LOC101767351,LOC101767351,50S ribosomal protein L13,SCAFFOLD_5,43724646,43727499,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,69656,4
LOC101767748,LOC101767748,"pentatricopeptide repeat-containing protein At3g02650, mitochondrial, transcript variant X2",SCAFFOLD_5,43727998,43732910,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,64245,4
LOC101768820,LOC101768820,beta-glucosidase 4,SCAFFOLD_5,43733923,43740635,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,56520,4
LOC101768419,LOC101768419,formin-like protein 1,SCAFFOLD_5,43743512,43747617,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,49538,4
LOC101769240,LOC101769240,sister chromatid cohesion 1 protein 4,SCAFFOLD_5,43760089,43768132,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,29023,4
LOC105913490,LOC105913490,uncharacterized LOC105913490,SCAFFOLD_5,43771766,43775050,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,22105,4
LOC101769911,LOC101769911,"uncharacterized LOC101769911, transcript variant X1",SCAFFOLD_5,43787389,43794532,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,2623,4
LOC101772047,LOC101772047,uncharacterized LOC101772047,SCAFFOLD_5,43804407,43806869,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,7252,4
LOC101772454,LOC101772454,"CMP-sialic acid transporter 3, transcript variant X4",SCAFFOLD_5,43808070,43814346,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,10915,4
LOC101773397,LOC101773397,"PTI1-like tyrosine-protein kinase 1, transcript variant X3",SCAFFOLD_5,43814658,43819078,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,17503,4
LOC101771920,LOC101771920,probable methyltransferase PMT19,SCAFFOLD_5,43820104,43824093,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,22949,4
LOC101774896,LOC101774896,"uncharacterized protein At3g49140, transcript variant X4",SCAFFOLD_5,43825814,43831434,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,28659,4
LOC101775833,LOC101775833,extensin-2,SCAFFOLD_5,43833572,43835619,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,36417,4
LOC111257211,LOC111257211,"",SCAFFOLD_5,43835481,43836266,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,38326,4
LOC101776233,LOC101776233,AP2-like ethylene-responsive transcription factor BBM2,SCAFFOLD_5,43836462,43840716,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,39307,4
LOC101776635,LOC101776635,"uncharacterized LOC101776635, transcript variant X1",SCAFFOLD_5,43851571,43858183,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,54416,4
LOC101772736,LOC101772736,"phospholipase A1 EG1, chloroplastic/mitochondrial",SCAFFOLD_5,43884740,43886329,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,87585,4
LOC101773147,LOC101773147,"phospholipase A1 EG1, chloroplastic/mitochondrial",SCAFFOLD_5,43899846,43901396,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,102691,4
LOC101777326,LOC101777326,transcription factor bHLH128,SCAFFOLD_5,43912798,43916592,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,115643,4
LOC101777741,LOC101777741,OTU domain-containing protein At3g57810,SCAFFOLD_5,43916734,43918872,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,119579,4
LOC111255899,LOC111255899,"",SCAFFOLD_9,4631629,4632305,1,1,2024_N120,protein_pct,FarmCPU,2.53411086367089e-09,1,0,4490,4
LOC101773463,LOC101773463,7-deoxyloganetin glucosyltransferase,SCAFFOLD_8,39115471,39117285,1,1,2024_N40,dtf,FarmCPU,3.17440788572453e-09,1,0,25437,4
LOC111258287,LOC111258287,"",SCAFFOLD_8,39123493,39124905,1,1,2024_N40,dtf,FarmCPU,3.17440788572453e-09,1,0,17817,4
LOC101775825,LOC101775825,"",SCAFFOLD_5,18693529,18697207,1,1,2024_N120,protein_pct,FarmCPU,3.45936230646084e-09,1,0,5994,4
LOC101785510,LOC101785510,probable galacturonosyltransferase 14,SCAFFOLD_9,53160494,53166160,1,1,2024_N120,number_of_tillers,FarmCPU,3.642800865761e-09,1,0,8930,4
LOC101785921,LOC101785921,"heparanase-like protein 1, transcript variant X2",SCAFFOLD_9,53166966,53171646,1,1,2024_N120,number_of_tillers,FarmCPU,3.642800865761e-09,1,0,3444,4
LOC101760090,LOC101760090,dehydrin DHN1,SCAFFOLD_8,21292717,21293731,1,1,2024_N120,number_of_tillers,BLINK,4.8342189664801e-09,1,0,13276,4
LOC111257680,LOC111257680,"",SCAFFOLD_6,30794678,30795663,1,1,2023,pedicel_length_cm,FarmCPU,4.84041346027644e-09,1,0,3625,4
LOC101773407,LOC101773407,protein DOG1-like 2,SCAFFOLD_5,37464108,37465150,1,1,2023,dtf,FarmCPU,5.27609509624112e-09,1,0,20088,4
LOC101768415,LOC101768415,CBL-interacting protein kinase 30,SCAFFOLD_5,37487888,37489870,1,1,2023,dtf,FarmCPU,5.27609509624112e-09,1,0,2650,4
LOC101767656,LOC101767656,uncharacterized LOC101767656,SCAFFOLD_2,27426760,27428379,1,1,2024_N40,number_of_tillers,BLINK,5.79667667323686e-09,1,0,33198,4
LOC101756835,LOC101756835,skin secretory protein xP2-like,SCAFFOLD_7,7025243,7027680,1,1,2024_N40,days_to_harvest,FarmCPU,6.89518671708139e-09,1,0,30418,4
LOC111257819,LOC111257819,"",SCAFFOLD_7,7058424,7058803,1,1,2024_N40,days_to_harvest,FarmCPU,6.89518671708139e-09,1,0,326,4
LOC101755834,LOC101755834,xyloglucan endotransglucosylase/hydrolase protein 31-like,SCAFFOLD_9,8938966,8941339,1,1,2024_N40,height_cm,FarmCPU,9.50099147279939e-09,1,0,73372,4
LOC101761078,LOC101761078,"phosphomethylpyrimidine synthase, chloroplastic, transcript variant X3",SCAFFOLD_9,8942309,8948944,1,1,2024_N40,height_cm,FarmCPU,9.50099147279939e-09,1,0,65767,4
LOC101757682,LOC101757682,pre-mRNA splicing factor SR-like 1,SCAFFOLD_4,2052390,2056616,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,72767,4
LOC101758505,LOC101758505,probable protein S-acyltransferase 1,SCAFFOLD_4,2057418,2061390,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,67993,4
LOC101758091,LOC101758091,uncharacterized LOC101758091,SCAFFOLD_4,2061288,2062423,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,66960,4
LOC101758912,LOC101758912,uncharacterized LOC101758912,SCAFFOLD_4,2062804,2067977,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,61406,4
LOC106804256,LOC106804256,uncharacterized LOC106804256,SCAFFOLD_4,2087987,2089568,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,39815,4
LOC101759308,LOC101759308,"cinnamoyl-CoA reductase 1, transcript variant X1",SCAFFOLD_4,2094141,2097722,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,31661,4
LOC101759717,LOC101759717,DNA-repair protein XRCC1,SCAFFOLD_4,2099180,2103187,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,26196,4
LOC101760125,LOC101760125,"coatomer subunit beta'-1, transcript variant X2",SCAFFOLD_4,2103968,2112816,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,16567,4
LOC111257104,LOC111257104,sulfated surface glycoprotein 185-like,SCAFFOLD_4,2149995,2151466,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,20612,4
LOC101761219,LOC101761219,eukaryotic translation initiation factor 3 subunit G,SCAFFOLD_4,2152655,2154846,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,23272,4
LOC101761607,LOC101761607,uridylate kinase,SCAFFOLD_4,2158535,2161834,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,29152,4
LOC101762019,LOC101762019,"carboxypeptidase SOL1, transcript variant X1",SCAFFOLD_4,2162178,2168896,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,32795,4
TRNAG-GCC-10,TRNAG-GCC,"",SCAFFOLD_4,2169006,2169076,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,39623,4
LOC101762438,LOC101762438,"translation factor GUF1 homolog, mitochondrial",SCAFFOLD_4,2169237,2174683,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,39854,4
LOC101766628,LOC101766628,uncharacterized LOC101766628,SCAFFOLD_4,6193737,6195357,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,38977,4
LOC101767448,LOC101767448,"alternative NAD(P)H-ubiquinone oxidoreductase C1, chloroplastic/mitochondrial, transcript variant X1",SCAFFOLD_4,6199897,6207306,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,27028,4
LOC101767040,LOC101767040,2-hydroxyisoflavanone dehydratase,SCAFFOLD_4,6207539,6208870,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,25464,4
LOC101768124,LOC101768124,"tuliposide A-converting enzyme 1, chloroplastic",SCAFFOLD_4,6213957,6215120,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,19214,4
LOC101768527,LOC101768527,2-hydroxyisoflavanone dehydratase,SCAFFOLD_4,6218410,6219604,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,14730,4
LOC101768926,LOC101768926,probable carboxylesterase 7,SCAFFOLD_4,6220775,6222684,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,11650,4
LOC101769338,LOC101769338,"tuliposide A-converting enzyme 1, chloroplastic",SCAFFOLD_4,6227268,6228661,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,5673,4
LOC101769739,LOC101769739,"26.2 kDa heat shock protein, mitochondrial",SCAFFOLD_4,6236642,6237890,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,2308,4
LOC101770149,LOC101770149,"uncharacterized LOC101770149, transcript variant X2",SCAFFOLD_4,6238577,6243097,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,4243,4
LOC101770830,LOC101770830,uncharacterized LOC101770830,SCAFFOLD_4,6248213,6248895,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,13879,4
LOC101771217,LOC101771217,cyclin-dependent kinase inhibitor 1,SCAFFOLD_4,6278426,6280112,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,44092,4
LOC101771616,LOC101771616,uncharacterized LOC101771616,SCAFFOLD_4,6285645,6290272,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,51311,4
LOC101772020,LOC101772020,uncharacterized LOC101772020,SCAFFOLD_4,6293017,6293668,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,58683,4
LOC101765414,LOC101765414,glutathione S-transferase T3-like,SCAFFOLD_4,6296153,6297673,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,61819,4
LOC101772423,LOC101772423,uncharacterized LOC101772423,SCAFFOLD_4,6309164,6309740,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,74830,4
LOC101765814,LOC101765814,protein FAR1-RELATED SEQUENCE 5,SCAFFOLD_4,6316541,6319769,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,82207,4
LOC101772825,LOC101772825,trafficking protein particle complex II-specific subunit 130 homolog,SCAFFOLD_4,6338601,6348550,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,104267,4
LOC101773237,LOC101773237,"protein TIC 22, chloroplastic",SCAFFOLD_4,6362660,6366728,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,128326,4
LOC101766641,LOC101766641,probable fucosyltransferase 7,SCAFFOLD_4,6366891,6369708,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,132557,4
LOC101773647,LOC101773647,galactoside 2-alpha-L-fucosyltransferase,SCAFFOLD_4,6373323,6375193,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,138989,4
LOC101767055,LOC101767055,probable fucosyltransferase 7,SCAFFOLD_4,6382700,6384619,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,148366,4
LOC101767463,LOC101767463,galactoside 2-alpha-L-fucosyltransferase,SCAFFOLD_4,6390475,6393045,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,156141,4
LOC101785265,LOC101785265,ABC transporter G family member 36,SCAFFOLD_5,28156007,28163277,1,1,2024_N120,dtf,FarmCPU,1.39073375893927e-08,1,0,6556,4
LOC111257755,LOC111257755,"",SCAFFOLD_6,14328650,14329427,1,1,2024_N120,dtf,FarmCPU,1.39239515773239e-08,1,0,37255,4
LOC111257402,LOC111257402,"",SCAFFOLD_1,3694312,3700461,1,1,2024_N120,days_to_harvest,FarmCPU,1.46299187422321e-08,1,0,3366,4
LOC101782393,LOC101782393,putative mediator of RNA polymerase II transcription subunit 26,SCAFFOLD_3,39192608,39197261,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,75173,4
LOC101759715,LOC101759715,pectate lyase,SCAFFOLD_3,39250817,39252765,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,19669,4
LOC101760532,LOC101760532,"putative disease resistance RPP13-like protein 3, transcript variant X2",SCAFFOLD_3,39275414,39285331,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,2980,4
LOC101783486,LOC101783486,putative E3 ubiquitin-protein ligase SINA-like 9,SCAFFOLD_3,39299050,39302513,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,26616,4
LOC101784557,LOC101784557,ABC transporter F family member 1,SCAFFOLD_3,39341506,39345233,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,69072,4
LOC101785354,LOC101785354,"wall-associated receptor kinase 2-like, transcript variant X1",SCAFFOLD_3,39347924,39365108,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,75490,4
LOC101760949,LOC101760949,putative cyclin-dependent kinase F-2,SCAFFOLD_3,39423703,39424743,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,151269,4
LOC105914094,LOC105914094,"",SCAFFOLD_3,38332774,38334238,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,7073,4
LOC101773891,LOC101773891,"uncharacterized LOC101773891, transcript variant X2",SCAFFOLD_3,38359656,38364300,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,18345,4
LOC101782944,LOC101782944,"ent-kaur-16-ene synthase, chloroplastic-like",SCAFFOLD_3,38442953,38446903,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,101642,4
LOC111256835,LOC111256835,"",SCAFFOLD_3,38487434,38488350,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,146123,4
LOC111256656,LOC111256656,"",SCAFFOLD_3,38501053,38502536,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,159742,4
LOC105914131,LOC105914131,zinc finger BED domain-containing protein RICESLEEPER 2-like,SCAFFOLD_3,38510780,38516102,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,169469,4
LOC111256679,LOC111256679,"",SCAFFOLD_3,38538851,38540493,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,197540,4
LOC101753252,LOC101753252,patatin-like protein 7,SCAFFOLD_9,51015981,51018303,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,8802,4
LOC101753663,LOC101753663,"",SCAFFOLD_9,51024256,51026318,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,787,4
LOC101753931,LOC101753931,uncharacterized LOC101753931,SCAFFOLD_9,51031344,51035315,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,4239,4
LOC101754328,LOC101754328,disease resistance protein RPS2,SCAFFOLD_9,51039663,51043646,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,12558,4
LOC101754730,LOC101754730,"probable mitochondrial import inner membrane translocase subunit TIM21, transcript variant X2",SCAFFOLD_9,51044092,51050813,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,16987,4
LOC101755137,LOC101755137,uncharacterized LOC101755137,SCAFFOLD_9,51054691,51056167,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,27586,4
LOC101767336,LOC101767336,protein MOS2,SCAFFOLD_9,51058667,51059944,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,31562,4
LOC101755541,LOC101755541,ubiquitin-fold modifier-conjugating enzyme 1,SCAFFOLD_9,51062338,51063233,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,35233,4
LOC101755946,LOC101755946,"protein MOS2, transcript variant X1",SCAFFOLD_9,51063397,51067718,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,36292,4
LOC111258280,LOC111258280,"",SCAFFOLD_8,1904501,1908364,1,1,2023,pedicel_length_cm,BLINK,1.7226761195921e-08,1,0,5907,4
LOC101782925,LOC101782925,seipin-1,SCAFFOLD_8,1910199,1912260,1,1,2023,pedicel_length_cm,BLINK,1.7226761195921e-08,1,0,2011,4
LOC101776565,LOC101776565,phytosulfokines 5,SCAFFOLD_8,1918199,1919089,1,1,2023,pedicel_length_cm,BLINK,1.7226761195921e-08,1,0,3928,4
LOC101768523,LOC101768523,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-A,SCAFFOLD_9,35701492,35703846,1,1,2024_N120,height_cm,BLINK,1.79086618956535e-08,1,0,2536,4
LOC101758481,LOC101758481,random slug protein 5,SCAFFOLD_3,32455659,32458283,1,1,2024_N40,height_cm,FarmCPU,1.89795466909857e-08,1,0,5905,4
LOC101758778,LOC101758778,alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,SCAFFOLD_9,22298774,22301265,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,35579,4
LOC101759591,LOC101759591,probable flavin-containing monooxygenase 1,SCAFFOLD_9,22339155,22341617,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,75960,4
LOC101771759,LOC101771759,neurogenic locus notch homolog protein 3,SCAFFOLD_9,22364350,22365469,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,101155,4
LOC101772160,LOC101772160,fibropellin-3-like,SCAFFOLD_9,22368466,22369567,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,105271,4
LOC101775410,LOC101775410,probable plastidic glucose transporter 3,SCAFFOLD_9,34524101,34525098,1,1,2024_N40,height_cm,FarmCPU,3.35107974680938e-08,1,0,8485,4
LOC101764846,LOC101764846,"isoflavone reductase homolog, transcript variant X2",SCAFFOLD_3,33204003,33218345,1,1,2024_N120,number_of_tillers,MLM,3.61304546747966e-08,1,0,115623,4
LOC101785154,LOC101785154,"endo-1,3;1,4-beta-D-glucanase",SCAFFOLD_6,1012802,1014902,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,9650,4
LOC101785558,LOC101785558,"endo-1,3;1,4-beta-D-glucanase",SCAFFOLD_6,1017698,1020335,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,4217,4
LOC101786232,LOC101786232,xyloglucan endotransglycosylase/hydrolase protein 8,SCAFFOLD_6,1028897,1030167,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,4345,4
LOC101786626,LOC101786626,xyloglucan endotransglycosylase/hydrolase protein 8,SCAFFOLD_6,1037258,1038416,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,12706,4
LOC101752480,LOC101752480,xyloglucan endotransglycosylase/hydrolase protein 8,SCAFFOLD_6,1040740,1041938,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,16188,4
LOC101752890,LOC101752890,xyloglucan endotransglycosylase/hydrolase protein 8,SCAFFOLD_6,1052419,1053816,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,27867,4
LOC101754395,LOC101754395,uncharacterized LOC101754395,SCAFFOLD_2,15330671,15345043,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,214344,4
LOC101754795,LOC101754795,uncharacterized LOC101754795,SCAFFOLD_2,15352766,15353806,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,205581,4
LOC101755195,LOC101755195,"biotin synthase, mitochondrial",SCAFFOLD_2,15356938,15361581,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,197806,4
LOC101755607,LOC101755607,"ERI1 exoribonuclease 2, transcript variant X2",SCAFFOLD_2,15389947,15394454,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,164933,4
LOC101756689,LOC101756689,monodehydroascorbate reductase,SCAFFOLD_2,15407295,15411479,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,147908,4
LOC101756010,LOC101756010,"flagellar radial spoke protein 5, transcript variant X1",SCAFFOLD_2,15411518,15415364,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,144023,4
LOC111256210,LOC111256210,"",SCAFFOLD_2,15417447,15417941,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,141446,4
LOC101757107,LOC101757107,histidine-containing phosphotransfer protein 2,SCAFFOLD_2,15417800,15420848,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,138539,4
LOC101757496,LOC101757496,fatty acyl-CoA reductase 1,SCAFFOLD_2,15426761,15432820,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,126567,4
LOC101757891,LOC101757891,"protein HIRA, transcript variant X2",SCAFFOLD_2,15434361,15439953,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,119434,4
LOC101758586,LOC101758586,GDSL esterase/lipase At5g03600,SCAFFOLD_2,15440079,15444559,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,114828,4
LOC101758995,LOC101758995,probable uridine nucleosidase 2,SCAFFOLD_2,15446200,15449701,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,109686,4
LOC101759799,LOC101759799,R3H domain-containing protein 1,SCAFFOLD_2,15453753,15461844,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,97543,4
LOC101760212,LOC101760212,uncharacterized LOC101760212,SCAFFOLD_2,15462470,15464923,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,94464,4
