t2t_gene_id,symbol,description,lift_t2t_chr,t2t_gene_start,t2t_gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
Seita.5G546300,--,-,Chr5,40151211,40154390,1,1,2023,dtf,FarmCPU,5.27609509624112e-09,1,0,23497,4
Seita.5G546400,--,TKW16892.1 hypothetical protein SEVIR_5G328850v2 [Setaria viridis],Chr5,40155882,40156274,1,1,2023,dtf,FarmCPU,5.27609509624112e-09,1,0,21613,4
Seita.5G325300,DOGL3,XP_004972183.1 protein DOG1-like 2 [Setaria italica],Chr5,40156757,40157632,1,1,2023,dtf,FarmCPU,5.27609509624112e-09,1,0,20255,4
Seita.5G546500,--,-,Chr5,40163087,40163699,1,1,2023,dtf,FarmCPU,5.27609509624112e-09,1,0,14188,4
Seita.5G546600,--,-,Chr5,40164822,40169657,1,1,2023,dtf,FarmCPU,5.27609509624112e-09,1,0,8230,4
Seita.5G325400,CIPK30,XP_004970030.1 CBL-interacting protein kinase 30 [Setaria italica],Chr5,40180501,40182550,1,1,2023,dtf,FarmCPU,5.27609509624112e-09,1,0,2614,4
Seita.2G494600,--,-,Chr2,30935029,30935489,1,1,2024_N40,number_of_tillers,BLINK,5.79667667323686e-09,1,0,12676,4
Seita.7G338700,--,XP_034578675.1 uncharacterized protein LOC117842366 isoform X1 [Setaria viridis],Chr7,6955503,6956842,1,1,2024_N40,days_to_harvest,FarmCPU,6.89518671708139e-09,1,0,46721,4
Seita.7G027500,--,RCV32736.1 hypothetical protein SETIT_7G027500v2 [Setaria italica],Chr7,7001460,7003303,1,1,2024_N40,days_to_harvest,FarmCPU,6.89518671708139e-09,1,0,260,4
Seita.9G588600,XTH31,XP_004986311.1 xyloglucan endotransglucosylase/hydrolase protein 31-like [Setaria italica],Chr9,8911651,8912080,1,1,2024_N40,height_cm,FarmCPU,9.50099147279939e-09,1,0,75317,4
Seita.9G140100,THIC,"XP_004982183.1 phosphomethylpyrimidine synthase, chloroplastic [Setaria italica]",Chr9,8912752,8921848,1,1,2024_N40,height_cm,FarmCPU,9.50099147279939e-09,1,0,65549,4
Seita.9G588700,--,TKV92062.1 hypothetical protein SEVIR_9G138600v2 [Setaria viridis],Chr9,8926274,8926675,1,1,2024_N40,height_cm,FarmCPU,9.50099147279939e-09,1,0,60722,4
Seita.4G031500,--,RCV20131.1 hypothetical protein SETIT_4G031500v2 [Setaria italica],Chr4,2056843,2058720,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,77851,4
Seita.4G031600,SRL1,XP_004964522.1 pre-mRNA splicing factor SR-like 1 [Setaria italica],Chr4,2059546,2063941,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,72630,4
Seita.4G031700,PAT04,XP_004964524.1 probable protein S-acyltransferase 1 [Setaria italica],Chr4,2065058,2069035,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,67536,4
Seita.4G031800,--,XP_012700594.1 uncharacterized protein LOC101758091 [Setaria italica],Chr4,2067439,2069674,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,66897,4
Seita.4G031900,--,XP_004964525.1 uncharacterized protein LOC101758912 [Setaria italica],Chr4,2069962,2075242,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,61329,4
Seita.4G172900,--,XP_039806673.1 uncharacterized protein LOC120670597 [Panicum virgatum],Chr4,2090057,2090830,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,45741,4
Seita.4G173700,--,-,Chr4,2092541,2092912,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,43659,4
Seita.4G032000,--,RCV20136.1 hypothetical protein SETIT_4G032000v2 [Setaria italica],Chr4,2095179,2096676,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,39895,4
Seita.4G032100,--,RCV20137.1 hypothetical protein SETIT_4G032100v2 [Setaria italica],Chr4,2098292,2099552,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,37019,4
Seita.4G032200,CCR1,XP_004964526.1 cinnamoyl-CoA reductase 1 isoform X1 [Setaria italica],Chr4,2101367,2105018,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,31553,4
Seita.4G032300,XRCC1,RCV20140.1 hypothetical protein SETIT_4G032300v2 [Setaria italica],Chr4,2106353,2110380,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,26191,4
Seita.4G032400,Os06g0143900,XP_004964527.1 coatomer subunit beta'-1 [Setaria italica],Chr4,2108572,2120003,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,16568,4
Seita.4G032600,--,RCV20144.1 hypothetical protein SETIT_4G032600v2 [Setaria italica],Chr4,2154417,2155449,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,17846,4
Seita.4G032700,v1g171563,XP_004964530.1 eukaryotic translation initiation factor 3 subunit G [Setaria italica],Chr4,2159827,2162076,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,23256,4
Seita.4G032800,PUMPKIN,XP_004964531.1 uncharacterized protein LOC101761607 [Setaria italica],Chr4,2165596,2169029,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,29025,4
Seita.4G032900,SOL1,XP_004964532.1 carboxypeptidase SOL1 isoform X1 [Setaria italica],Chr4,2169359,2176107,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,32788,4
Seita.4G033000,Sb10g003070,"XP_004964533.1 translation factor GUF1 homolog, mitochondrial [Setaria italica]",Chr4,2176435,2181873,1,1,2024_N40,number_of_tillers,BLINK,9.5048299176697e-09,1,0,39864,4
Seita.4G079000,--,RCV20712.1 hypothetical protein SETIT_4G079000v2 [Setaria italica],Chr4,6168597,6170285,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,38880,4
Seita.4G079100,NDC1,"XP_004964882.2 alternative NAD(P)H-ubiquinone oxidoreductase C1, chloroplastic/mitochondrial isoform X1 [Setaria italica]",Chr4,6174122,6182319,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,26846,4
Seita.4G079200,HIDM,XP_004964881.1 2-hydroxyisoflavanone dehydratase [Setaria italica],Chr4,6182435,6183745,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,25420,4
Seita.4G304100,--,TKV94362.1 hypothetical protein SEVIR_9G289650v2 [Setaria viridis],Chr4,6184353,6185417,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,23748,4
Seita.4G079300,TCEA1,"XP_004964884.1 tuliposide A-converting enzyme 1, chloroplastic [Setaria italica]",Chr4,6188220,6190029,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,19136,4
Seita.4G304200,--,"CAG1845400.1 unnamed protein product, partial [Musa acuminata subsp. malaccensis] [Musa acuminata]",Chr4,6188457,6190067,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,19098,4
Seita.4G079400,HIDM,XP_004964885.1 2-hydroxyisoflavanone dehydratase [Setaria italica],Chr4,6193263,6194527,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,14638,4
Seita.4G079500,HIDM,XP_004964886.1 probable carboxylesterase 7 [Setaria italica],Chr4,6195686,6197484,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,11681,4
Seita.4G079600,TCEA1,"XP_004964887.1 tuliposide A-converting enzyme 1, chloroplastic [Setaria italica]",Chr4,6202087,6203799,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,5366,4
Seita.4G079800,HSP26.2,"XP_004964888.1 26.2 kDa heat shock protein, mitochondrial [Setaria italica]",Chr4,6211458,6213044,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,2293,4
Seita.4G079900,--,XP_004964889.1 uncharacterized protein LOC101770149 [Setaria italica],Chr4,6213135,6217968,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,3970,4
Seita.4G304300,--,-,Chr4,6219731,6220872,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,10566,4
Seita.4G080000,--,RCV20724.1 hypothetical protein SETIT_4G080000v2 [Setaria italica],Chr4,6221381,6222082,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,12216,4
Seita.4G080100,--,XP_004964891.1 uncharacterized protein LOC101770830 [Setaria italica],Chr4,6222693,6223720,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,13528,4
Seita.4G304400,--,TKW20324.1 hypothetical protein SEVIR_4G079201v2 [Setaria viridis],Chr4,6239444,6239788,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,30279,4
Seita.4G080300,KRP1,XP_004964892.1 cyclin-dependent kinase inhibitor 1 [Setaria italica],Chr4,6252962,6254694,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,43797,4
Seita.4G080400,--,RCV20728.1 hypothetical protein SETIT_4G080400v2 [Setaria italica],Chr4,6256364,6257573,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,47199,4
Seita.4G080500,--,XP_004964893.1 uncharacterized protein LOC101771616 [Setaria italica],Chr4,6260185,6265036,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,51020,4
Seita.4G080600,--,XP_004964894.1 uncharacterized protein LOC101772020 [Setaria italica],Chr4,6267512,6268224,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,58347,4
Seita.4G304500,--,XP_004967133.1 glutathione S-transferase T3-like [Setaria italica],Chr4,6271015,6272046,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,61850,4
Seita.4G080700,--,XP_004964895.1 uncharacterized protein LOC101772423 [Setaria italica],Chr4,6276420,6276713,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,67255,4
Seita.4G080800,--,RCV20732.1 hypothetical protein SETIT_4G080800v2 [Setaria italica],Chr4,6288228,6292481,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,79063,4
Seita.4G080900,TRS130,XP_004964896.1 trafficking protein particle complex II-specific subunit 130 homolog [Setaria italica],Chr4,6305728,6315727,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,96563,4
Seita.4G081000,TIC22,"XP_004964897.1 protein TIC 22, chloroplastic [Setaria italica]",Chr4,6329784,6334884,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,120619,4
Seita.4G081100,FUT1,XP_004966770.1 probable fucosyltransferase 7 [Setaria italica],Chr4,6334020,6336857,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,124855,4
Seita.4G081200,FT1,RCV20737.1 hypothetical protein SETIT_4G081200v2 [Setaria italica],Chr4,6340362,6342337,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,131197,4
Seita.4G081300,FUT1,RCV20738.1 hypothetical protein SETIT_4G081300v2 [Setaria italica],Chr4,6349745,6351757,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,140580,4
Seita.4G304600,--,CAD6339839.1 unnamed protein product [Miscanthus lutarioriparius],Chr4,6351383,6353324,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,142218,4
Seita.4G081400,FT1,XP_012700917.2 galactoside 2-alpha-L-fucosyltransferase [Setaria italica],Chr4,6357555,6360335,1,1,2023,thousand_seed_weight_g,BLINK,1.34365699085726e-08,1,0,148390,4
Seita.5G221600,ABCG36,XP_004969127.1 ABC transporter G family member 36 [Setaria italica],Chr5,31405457,31412996,1,1,2024_N120,dtf,FarmCPU,1.39073375893927e-08,1,0,6397,4
Seita.6G278900,--,TKW09653.1 hypothetical protein SEVIR_6G116832v2 [Setaria viridis],Chr6,14673270,14673903,1,1,2024_N120,dtf,FarmCPU,1.39239515773239e-08,1,0,10682,4
Seita.3G317000,--,RCV18628.1 hypothetical protein SETIT_3G317000v2 [Setaria italica],Chr3,41084393,41087355,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,88609,4
Seita.3G496000,--,-,Chr3,41084919,41086485,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,89479,4
Seita.3G317100,--,XP_004962636.1 putative mediator of RNA polymerase II transcription subunit 26 [Setaria italica],Chr3,41095813,41100469,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,75495,4
Seita.3G317200,LTPG5,RCV18630.1 hypothetical protein SETIT_3G317200v2 [Setaria italica],Chr3,41125963,41126989,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,48975,4
Seita.3G317300,--,RCV18631.1 hypothetical protein SETIT_3G317300v2 [Setaria italica],Chr3,41130894,41131553,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,44411,4
Seita.3G317400,At3g27400,XP_012700017.1 pectate lyase [Setaria italica],Chr3,41154265,41155983,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,19981,4
Seita.3G496100,BGLU12,RLN29478.1 beta-glucosidase 12-like isoform X4 [Panicum miliaceum],Chr3,41163832,41165059,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,10905,4
Seita.3G317500,PIK-2,RCV18633.1 hypothetical protein SETIT_3G317500v2 [Setaria italica],Chr3,41178651,41181546,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,2687,4
Seita.3G317600,RGA5,XP_004962637.1 putative disease resistance RPP13-like protein 3 [Setaria italica],Chr3,41182792,41188802,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,6828,4
Seita.3G496200,--,-,Chr3,41191714,41192549,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,15750,4
Seita.3G317700,--,RCV18635.1 hypothetical protein SETIT_3G317700v2 [Setaria italica],Chr3,41191721,41192718,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,15757,4
Seita.3G496300,--,-,Chr3,41196963,41198193,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,20999,4
Seita.3G317800,At5g37930,XP_004962639.1 putative E3 ubiquitin-protein ligase SINA-like 9 [Setaria italica],Chr3,41202048,41206037,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,26084,4
Seita.3G317900,--,RCV18637.1 hypothetical protein SETIT_3G317900v2 [Setaria italica],Chr3,41207801,41208271,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,31837,4
Seita.3G496400,--,-,Chr3,41208660,41209648,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,32696,4
Seita.3G318000,ABCF1,XP_004962641.1 ABC transporter F family member 1 [Setaria italica],Chr3,41245020,41248850,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,69056,4
Seita.3G318100,WAKL20,RCV18639.1 hypothetical protein SETIT_3G318100v2 [Setaria italica],Chr3,41251527,41255935,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,75563,4
Seita.3G318200,WAKL10,RCV18640.1 hypothetical protein SETIT_3G318200v2 [Setaria italica],Chr3,41259520,41268430,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,83556,4
Seita.3G318300,CDKF-2,XP_004964004.1 putative cyclin-dependent kinase F-2 [Setaria italica],Chr3,41327026,41328066,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,151062,4
Seita.3G496500,--,TKV95278.1 hypothetical protein SEVIR_9G352600v2 [Setaria viridis],Chr3,41332354,41333113,1,1,2023,pedicel_length_cm,BLINK,1.564704752813e-08,1,0,156390,4
Seita.3G313300,--,RCV18589.1 hypothetical protein SETIT_3G313300v2 [Setaria italica],Chr3,40235425,40236502,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,10941,4
Seita.3G493500,--,TKW28447.1 hypothetical protein SEVIR_3G323800v2 [Setaria viridis],Chr3,40248448,40248990,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,1005,4
Seita.3G313400,SPT16,RCV18590.1 hypothetical protein SETIT_3G313400v2 [Setaria italica],Chr3,40256521,40259637,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,9078,4
Seita.3G313500,--,XP_004962621.1 uncharacterized protein LOC101773891 isoform X1 [Setaria italica],Chr3,40265619,40271003,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,18176,4
Seita.3G493600,KSL4,"XP_034588190.1 dolabradiene synthase KSL4, chloroplastic-like [Setaria viridis]",Chr3,40293314,40300068,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,45871,4
Seita.3G493700,KSL5,KAG2620607.1 hypothetical protein PVAP13_3NG211300 [Panicum virgatum],Chr3,40300365,40301115,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,52922,4
Seita.3G313600,--,RCV18593.1 hypothetical protein SETIT_3G313600v2 [Setaria italica],Chr3,40326319,40327658,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,78876,4
Seita.3G313800,--,RCV18595.1 hypothetical protein SETIT_3G313800v2 [Setaria italica],Chr3,40382922,40383398,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,135479,4
Seita.3G493800,KSL4,"XP_034588190.1 dolabradiene synthase KSL4, chloroplastic-like [Setaria viridis]",Chr3,40393335,40394113,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,145892,4
Seita.3G313900,--,RCV18596.1 hypothetical protein SETIT_3G313900v2 [Setaria italica],Chr3,40393628,40394607,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,146185,4
Seita.3G314000,--,RCV18597.1 hypothetical protein SETIT_3G314000v2 [Setaria italica],Chr3,40405611,40408812,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,158168,4
Seita.3G314100,--,RCV18598.1 hypothetical protein SETIT_3G314100v2 [Setaria italica],Chr3,40417067,40418713,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,169624,4
Seita.3G493900,Os03g0733400,XP_034604770.1 zinc finger BED domain-containing protein RICESLEEPER 2-like [Setaria viridis],Chr3,40418653,40419469,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,171210,4
Seita.3G494000,Os03g0733400,XP_022681101.1 zinc finger BED domain-containing protein RICESLEEPER 2-like [Setaria italica],Chr3,40419299,40422354,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,171856,4
Seita.3G314200,--,RCV18599.1 hypothetical protein SETIT_3G314200v2 [Setaria italica],Chr3,40444312,40446827,1,1,2024_N120,height_cm,FarmCPU,1.65758644658829e-08,1,0,196869,4
Seita.9G466200,PLP7,XP_004984976.1 patatin-like protein 7 [Setaria italica],Chr9,52859283,52862832,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,8742,4
Seita.9G466400,--,RCV45588.1 hypothetical protein SETIT_9G466400v2 [Setaria italica],Chr9,52875771,52879942,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,4197,4
Seita.9G466500,RPS2,XP_004984978.1 disease resistance protein RPS2 [Setaria italica],Chr9,52883650,52888166,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,12076,4
Seita.9G466600,TIM21,XP_004984979.1 probable mitochondrial import inner membrane translocase subunit TIM21 [Setaria italica],Chr9,52888455,52895411,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,16881,4
Seita.9G466700,--,RCV45592.1 hypothetical protein SETIT_9G466700v2 [Setaria italica],Chr9,52898116,52899123,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,26542,4
Seita.9G466800,MOS2,RCV45593.1 hypothetical protein SETIT_9G466800v2 [Setaria italica],Chr9,52901825,52903016,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,30251,4
Seita.9G466900,OsI_33008,XP_004984981.1 ubiquitin-fold modifier-conjugating enzyme 1 [Setaria italica],Chr9,52903808,52906360,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,32234,4
Seita.9G467000,MOS2,XP_004984982.1 protein MOS2 [Setaria italica],Chr9,52906591,52911069,1,1,2024_N40,number_of_tillers,FarmCPU,1.69010219090244e-08,1,0,35017,4
Seita.8G029900,--,RCV37033.1 hypothetical protein SETIT_8G029900v2 [Setaria italica],Chr8,2537149,2541050,1,1,2023,pedicel_length_cm,BLINK,1.7226761195921e-08,1,0,6012,4
Seita.8G030000,SEI1,RCV37035.1 hypothetical protein SETIT_8G030000v2 [Setaria italica],Chr8,2542814,2544412,1,1,2023,pedicel_length_cm,BLINK,1.7226761195921e-08,1,0,2650,4
Seita.8G194800,At5g22620,XP_034606701.1 2-carboxy-D-arabinitol-1-phosphatase-like isoform X3 [Setaria viridis],Chr8,2544945,2546085,1,1,2023,pedicel_length_cm,BLINK,1.7226761195921e-08,1,0,977,4
Seita.8G030100,PSK2,XP_022684953.1 phytosulfokines 5 [Setaria italica],Chr8,2550935,2551893,1,1,2023,pedicel_length_cm,BLINK,1.7226761195921e-08,1,0,3873,4
Seita.8G030200,--,RCV37037.1 hypothetical protein SETIT_8G030200v2 [Setaria italica],Chr8,2557308,2558073,1,1,2023,pedicel_length_cm,BLINK,1.7226761195921e-08,1,0,10246,4
Seita.9G309200,At1g49140,XP_004983549.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-A [Setaria italica],Chr9,38329340,38331725,1,1,2024_N120,height_cm,BLINK,1.79086618956535e-08,1,0,2483,4
Seita.3G482800,--,TKW28149.1 hypothetical protein SEVIR_3G330400v2 [Setaria viridis],Chr3,34310849,34311298,1,1,2024_N40,height_cm,FarmCPU,1.89795466909857e-08,1,0,3731,4
Seita.9G624600,--,KAG2559423.1 hypothetical protein PVAP13_8NG307531 [Panicum virgatum],Chr9,22297318,22298804,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,19787,4
Seita.9G266200,CYP71BE54,RCV43068.1 hypothetical protein SETIT_9G266200v2 [Setaria italica],Chr9,22310642,22311159,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,33111,4
Seita.9G266300,alkbh6,XP_004983202.1 alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 [Setaria italica],Chr9,22313747,22318314,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,36216,4
Seita.9G266400,FMO1,XP_004983203.1 probable flavin-containing monooxygenase 1 [Setaria italica],Chr9,22352860,22355451,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,75329,4
Seita.9G624700,--,TKW28446.1 hypothetical protein SEVIR_3G318209v2 [Setaria viridis],Chr9,22363967,22365405,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,86436,4
Seita.9G624800,--,RLN16563.1 putative retrotransposon gag protein [Panicum miliaceum],Chr9,22369535,22371985,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,92004,4
Seita.9G266500,--,RCV43071.1 hypothetical protein SETIT_9G266500v2 [Setaria italica],Chr9,22377761,22378109,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,100230,4
Seita.9G624900,--,XP_004986621.1 fibropellin-3-like [Setaria italica],Chr9,22381767,22383168,1,1,2024_N40,dtf,FarmCPU,2.45265423763399e-08,1,0,104236,4
Seita.9G299500,At1g79820,RCV43510.1 hypothetical protein SETIT_9G299500v2 [Setaria italica],Chr9,37154379,37156346,1,1,2024_N40,height_cm,FarmCPU,3.35107974680938e-08,1,0,8495,4
Seita.3G297900,--,RCV18395.1 hypothetical protein SETIT_3G297900v2 [Setaria italica],Chr3,35266079,35266600,1,1,2024_N120,number_of_tillers,MLM,3.61304546747966e-08,1,0,28922,4
Seita.6G014900,CMBL,"XP_004972504.1 endo-1,3;1,4-beta-D-glucanase [Setaria italica]",Chr6,1020958,1023347,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,9434,4
Seita.6G015000,--,RCV29457.1 hypothetical protein SETIT_6G015000v2 [Setaria italica],Chr6,1023646,1024724,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,8057,4
Seita.6G015100,CMBL,"XP_004972505.1 endo-1,3;1,4-beta-D-glucanase [Setaria italica]",Chr6,1025401,1028588,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,4193,4
Seita.6G015200,XTH8,XP_004972507.1 xyloglucan endotransglycosylase/hydrolase protein 8 [Setaria italica],Chr6,1037135,1038454,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,4354,4
Seita.6G015300,XTH8,XP_004972508.1 xyloglucan endotransglycosylase/hydrolase protein 8 [Setaria italica],Chr6,1045608,1046881,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,12827,4
Seita.6G015400,XTH8,XP_004972509.1 xyloglucan endotransglycosylase/hydrolase protein 8 [Setaria italica],Chr6,1049178,1050588,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,16397,4
Seita.6G015500,XTH8,XP_004972510.1 xyloglucan endotransglycosylase/hydrolase protein 8 [Setaria italica],Chr6,1060851,1062244,1,1,2024_N40,dtf,BLINK,5.20918052433171e-08,1,0,28070,4
Seita.2G131900,PCFS4,RCV10727.1 hypothetical protein SETIT_2G131900v2 [Setaria italica],Chr2,16782447,16788503,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,224373,4
Seita.2G132000,CTR1,RCV10728.1 hypothetical protein SETIT_2G132000v2 [Setaria italica],Chr2,16789111,16796989,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,215887,4
Seita.2G132100,--,XP_004956196.1 uncharacterized protein LOC101754795 [Setaria italica],Chr2,16804331,16805371,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,207505,4
Seita.2G132200,BIO2,"XP_004956197.1 biotin synthase, mitochondrial [Setaria italica]",Chr2,16808496,16813339,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,199537,4
Seita.2G472900,--,TKW27904.1 hypothetical protein SEVIR_3G288550v2 [Setaria viridis],Chr2,16815928,16816511,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,196365,4
Seita.2G132400,ERI2,XP_004956198.2 ERI1 exoribonuclease 2 [Setaria italica],Chr2,16841460,16846185,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,166691,4
Seita.2G473000,--,-,Chr2,16846117,16846868,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,166008,4
Seita.2G473100,--,-,Chr2,16848636,16859175,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,153701,4
Seita.2G132500,MDAR3,XP_004956201.1 monodehydroascorbate reductase [Setaria italica],Chr2,16860458,16864690,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,148186,4
Seita.2G132600,AFTS1,XP_004956200.1 flagellar radial spoke protein 5 isoform X2 [Setaria italica],Chr2,16865506,16868586,1,1,2024_N40,number_of_tillers,FarmCPU,5.34762428071983e-08,1,0,144290,4
